summary,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
"Howard tries to bond with Bernadette's father during a fishing trip. When Sheldon is obligated to take care of a sick Amy, she finds ways to take advantage of the situation.",1,disgust,0.45457926,0.049124777,0.45457926,0.006827923,0.009523215,0.41984546,0.055178236,0.004921065
The girls take Raj out to a nightclub to find him a date. A game of Dungeons and Dragons rekindle old memories of Santa for Sheldon.,4,neutral,0.51305443,0.007473755,0.019954417,0.003453723,0.41199666,0.51305443,0.017037168,0.027029844
"When Penny finds out Alex has a crush on Leonard, Sheldon gets himself and the rest of the guys in trouble with Human Resources whilst trying to solve the problem.",1,disgust,0.28442755,0.23173903,0.28442755,0.122493744,0.009400373,0.1150496,0.22499886,0.011890828
"The guys are stranded in the middle of nowhere when Leonard's car is stolen on the way to the Bakersfield Comic-Con. Back home, the girls try to figure out why the guys are so fascinated with comic books.",4,neutral,0.57043487,0.059305977,0.009485734,0.07518034,0.004437216,0.57043487,0.035152007,0.2460039
Sheldon is forced to work with Kripke on a project and must concoct an elaborate lie when he can't hold up his end of the work. Howard and Raj get superhero figurines made of themselves.,4,neutral,0.38018045,0.25042674,0.30973756,0.011699402,0.003518353,0.38018045,0.036991335,0.00744616
"Leonard moves in with Penny after a fight with Sheldon, which causes Amy to want to move in with Sheldon. Meanwhile, Raj has a frightening experience with Howard's mother.",2,fear,0.97467405,0.003182773,0.002202197,0.97467405,0.001249657,0.010324089,0.002969457,0.005397749
"Sheldon gets Alex to buy a Valentine's Day gift for Amy. Leonard, Penny, Howard and Bernadette have a disastrous dinner together. Raj and Stuart host a ""Lonely People"" party at the comic book store.",5,sadness,0.7061,0.018137421,0.06336589,0.023666566,0.029931476,0.12198214,0.7061,0.0368165
"Raj falls apart after his date sneaks out on him, and Sheldon reluctantly returns the favor after Penny helps him out with his ""Fun With Flags"" program.",4,neutral,0.55168015,0.07510904,0.09948405,0.004450318,0.14332522,0.55168015,0.122115865,0.003835403
"Leonard, Sheldon and Howard give lectures on science to junior high students. The girls ditch work to go to Disneyland. Raj devises a date for Lucy that fixes their social anxiety problems.",4,neutral,0.69885725,0.01263916,0.013368531,0.13982822,0.04417113,0.69885725,0.081230484,0.009905148
Howard becomes upset when Sheldon finds a letter from his estranged father whilst cleaning out his and Bernadette's closet.,1,disgust,0.3583966,0.23432909,0.3583966,0.00954884,0.003191214,0.24033374,0.13381098,0.020389583
"Leonard, Sheldon, Raj and Kripke battle for tenure at the university.",4,neutral,0.3591374,0.25467354,0.022717291,0.26005566,0.024703095,0.3591374,0.06315516,0.015557892
Amy tries to help a depressed Sheldon find closure when one of his favorite TV shows is canceled. Raj becomes paranoid when he finds Lucy's blog.,2,fear,0.71987784,0.060733207,0.017374156,0.71987784,0.002688475,0.12470718,0.059208997,0.015410146
Bernadette and Howard offer to watch Raj's dog and live to regret it. Leonard and Sheldon hire their favorite childhood star to make an appearance.,5,sadness,0.52550364,0.026133826,0.10795727,0.008750617,0.006692855,0.3139061,0.52550364,0.011055696
"A date between Raj and Lucy takes both of them out of their comfort zones. After a trip to Las Vegas goes awry, the girls join in on a Dungeons and Dragons game, which causes Amy and Sheldon to re-evaluate their relationship.",5,sadness,0.39805892,0.044137098,0.12526263,0.065812,0.040512066,0.29356533,0.39805892,0.032651946
"Penny is thrown for a loop when Leonard is offered a job overseas, but the news is an even bigger shock to Sheldon. Raj and Lucy's relationship comes to a crossroad.",6,surprise,0.82855844,0.00894843,0.002745584,0.011226013,0.009555145,0.022767277,0.11619911,0.82855844
Sheldon and Penny bond over missing Leonard. Howard tries to help Raj get over his breakup with Lucy. Amy and Bernadette take a trip together to a biology convention.,5,sadness,0.8412783,0.005988378,0.009269006,0.002340963,0.018504117,0.11784901,0.8412783,0.004770174
Sheldon feels betrayed when Leonard returns from the North Sea and wants to spend his time with Penny instead of him. Howard's latest foray into helping his mother has some disastrous side effects.,5,sadness,0.666155,0.0478023,0.25094354,0.006602573,0.001299714,0.025073504,0.666155,0.002123285
The gang get competitive when they are forced to take part in Raj's scavenger hunt.,0,anger,0.5365649,0.5365649,0.26569897,0.009693497,0.005170689,0.16691396,0.012841973,0.003116172
"Sheldon gets mad at Amy for ruining one of his favorite movies, Raj and Stuart try to make their online dating profiles more appealing, and Leonard tries to play the sympathy card with Penny.",0,anger,0.50528324,0.50528324,0.1301516,0.006767257,0.01730709,0.25925088,0.056984115,0.024255747
"After a fight with Bernadette, Howard ends up on Raj's couch. Sheldon and Amy clash when Amy takes a job at the university.",0,anger,0.82978106,0.82978106,0.041381117,0.013471566,0.002550614,0.064946994,0.043944288,0.003924403
Howard plans something special to celebrate the anniversary of his first date with Bernadette. Sheldon is conflicted when he makes a major scientific breakthrough but some details have to be corrected.,4,neutral,0.6511782,0.01974331,0.009978205,0.00188256,0.27119923,0.6511782,0.03221112,0.013807388
"Sheldon seeks payback when Arthur ""Professor Proton"" Jeffries asks Leonard for help on a project instead of him. Raj gets upset at Howard for crashing his night with the girls.",0,anger,0.79348856,0.79348856,0.061750572,0.006206019,0.002628418,0.09204714,0.034577593,0.009301798
"Sheldon demands Leonard make up for a mistake from their past. Penny confronts Raj's ex-girlfriend, Lucy.",0,anger,0.34079945,0.34079945,0.20994176,0.035158537,0.003040603,0.17272864,0.23209074,0.006240211
"The gang spend Thanksgiving at Mrs. Wolowitz's house. Howard tries to bond with his father-in-law, and a mistake from Penny's past comes back to haunt her.",2,fear,0.68493295,0.030550104,0.13634712,0.68493295,0.00267083,0.03835266,0.101488225,0.005658106
Leonard has to deal with the fallout of disproving Sheldon's new scientific discovery. Raj spends a week at Howard and Bernadette's apartment.,5,sadness,0.49871957,0.044721283,0.1074483,0.021468172,0.007039401,0.31501204,0.49871957,0.005591204
"While Sheldon is at home in Texas, the rest of the gang decorate for Christmas and think about how much he has affected their lives.",4,neutral,0.86727965,0.013791403,0.030907137,0.001071883,0.06564562,0.86727965,0.012604942,0.008699388
"After Leonard tries to help Penny following a failed role on a TV show, she makes an important decision. Meanwhile, Raj and Stuart try to practice their social skills, and Sheldon navigates the intricacies of being funny.",3,joy,0.4601791,0.04872434,0.100334555,0.006709039,0.4601791,0.25622836,0.050569873,0.077254675
Sheldon tries to relax after he is forced to take a vacation. Leonard struggles to be supportive of Penny after she quits her job. Amy receives unwanted attention from a co-worker. Bernadette seeks Stuart's help in replacing one of Howard's comic books.,5,sadness,0.8152964,0.024223957,0.10288742,0.009701842,0.002820256,0.041351624,0.8152964,0.00371852
"When the guys can't get hold of any Comic-Con tickets, Sheldon tries to hold his own convention and ends up spending a wild night with James Earl Jones. Meanwhile, the girls try to feel more mature by going to a fancy hotel for tea.",4,neutral,0.60580933,0.08778861,0.06883241,0.002850458,0.055470236,0.60580933,0.1737566,0.00549231
Sheldon and Amy take a train ride to Napa Valley with Howard and Bernadette on Valentine's Day. Leonard and Penny take Raj's dog to the vet when she accidentally eats some chocolate.,4,neutral,0.7149975,0.026388727,0.033310078,0.013288158,0.034768082,0.7149975,0.036166266,0.14108106
"Leonard's purchase of a dining room table causes Sheldon to reevaluate the changes in his life. Meanwhile, Howard is offered a chance to go back to space and Bernadette struggles with whether or not to encourage him.",4,neutral,0.6358029,0.008847276,0.03648734,0.008021609,0.03150292,0.6358029,0.269337,0.010000947
"After arguing with Sheldon, Howard tries to make amends by taking him to NASA headquarters in Houston. Penny has second thoughts about quitting her waitressing job when her car dies. Amy gets involved in trying to find Raj a date.",5,sadness,0.77042943,0.052901607,0.032684892,0.012162924,0.003956761,0.11352518,0.77042943,0.014339175
"When Sheldon visits his mother in Houston, he is forced to confront a new reality. Back in Pasadena, the rest of the gang reluctantly take part in Raj's Murder Mystery party.",4,neutral,0.55254203,0.04235421,0.20384693,0.051309265,0.06872444,0.55254203,0.07864407,0.002579064
"While Raj is wracked with guilt when he tries to date Lucy and Emily at the same time, Penny wrestles with whether to take a role in a cheesy movie and Sheldon is torn trying to choose between two gaming systems.",5,sadness,0.4550269,0.076072924,0.13765275,0.08134887,0.010928086,0.2336286,0.4550269,0.005341822
"Penny tries to help Sheldon when he reconsiders his ""relationship"" with String Theory. During a dinner with Howard and Bernadette, Raj discovers Howard once embarrassed himself on a date with Emily.",1,disgust,0.8181124,0.013031196,0.8181124,0.008385438,0.004911074,0.08138836,0.062332597,0.011838909
"When Sheldon tries to be spontaneous, it leads to unexpected friction between the girls. Meanwhile, Raj seeks Howard's help in preparing for a date with Emily.",4,neutral,0.7853967,0.0685716,0.010150235,0.008677862,0.062757924,0.7853967,0.006054709,0.058391023
"As the gang celebrate Star Wars Day, Sheldon has difficulty dealing with the recent death of Arthur ""Professor Proton"" Jeffries.",5,sadness,0.5555108,0.004232981,0.014838714,0.004623248,0.21012923,0.19323942,0.5555108,0.01742553
Penny gets fired from her movie and takes a serious look at her life. Raj sees Emily on a date with another man at the movies. Howard and Bernadette have to take care of his mother after she breaks her leg.,5,sadness,0.68516827,0.20478345,0.050609447,0.014813928,0.002627701,0.035318878,0.68516827,0.006678383
"Sheldon gets upset about his career, the destruction of the comic book store and Leonard and Penny's future living arrangements. Howard and Bernadette struggle to keep hold of a caregiver for Mrs. Wolowitz.",4,neutral,0.34665668,0.29769546,0.077020116,0.01650991,0.005670043,0.34665668,0.24652886,0.009918951
"Sheldon's trip comes to an end when he is robbed, Penny interviews for a job at Bernadette's company, and Howard is weirded out by his mother's relationship with Stuart.",5,sadness,0.36578652,0.24249664,0.020613415,0.28577352,0.001346225,0.03054515,0.36578652,0.053438574
"Sheldon is forced to teach a class as a Junior Professor. Meanwhile, Amy plays both sides when tension arises between Penny and Bernadette.",0,anger,0.63180125,0.63180125,0.18112095,0.026675548,0.001557747,0.087153405,0.06888872,0.002802422
"Howard becomes nervous after NASA asks him to throw out the first pitch at a Los Angeles Angels game. Meanwhile, Leonard and Penny try to prove Sheldon wrong when he says that he and Amy have a 'superior' relationship.",2,fear,0.9249644,0.004409576,0.006001414,0.9249644,0.002398513,0.049801767,0.004156203,0.008268054
"Raj's honesty about his past comes back to haunt him after Emily takes a dislike to Penny. Meanwhile, the guys consider investing in the comic book store.",2,fear,0.673302,0.03349898,0.13584426,0.673302,0.004118155,0.09749377,0.0489037,0.006839263
"The girls head to Las Vegas, while the guys try to invent something cool, but only come up with new ways to procrastinate.",4,neutral,0.8086208,0.018381791,0.08466157,0.002050729,0.017450182,0.8086208,0.060491886,0.008342998
"Sheldon and Raj test whether they could survive a dark-matter research expedition in a salt mine by simulating the conditions in a steam tunnel. Meanwhile, Leonard and Penny seek advice from Howard and Bernadette when they argue about money.",4,neutral,0.7852139,0.09737671,0.059725594,0.029626202,0.009253241,0.7852139,0.012233858,0.00657054
"The guys befriend one of Penny's clients when he shows up at her apartment. Meanwhile, Bernadette gets upset when Amy torpedoes an article about her for a local magazine.",1,disgust,0.52303225,0.24882986,0.52303225,0.004496088,0.018500244,0.17184976,0.023602867,0.00968898
"The girls decide to re-enact their high school proms with the guys. While Sheldon feels under pressure to commit to his relationship with Amy, Howard worries about who Stuart will bring as his date.",2,fear,0.8709393,0.024990847,0.005779723,0.8709393,0.005583407,0.053189043,0.03608615,0.003431552
Sheldon panics when Leonard announces he has to go into the hospital for surgery. Raj discovers his parents have divorced.,5,sadness,0.8149297,0.008493226,0.012216739,0.0943318,0.003931118,0.033862203,0.8149297,0.032235213
"While Sheldon retires ""Fun With Flags"", Leonard, Howard and Raj look for something significant in a dead professor's research, and Bernadette finds out what her colleagues really think of her.",4,neutral,0.8629612,0.013538606,0.029158669,0.001783,0.019813994,0.8629612,0.013213765,0.059530765
"Amy hosts a traditional Victorian Christmas Eve dinner as Raj's father comes to visit, while the guys try to shoo out a bird they let into the university clean room.",3,joy,0.51246804,0.004322451,0.021411968,0.001735955,0.51246804,0.43089586,0.013980983,0.015184774
"Raj worries a probe he designed will not work in outer space, while Leonard and Sheldon go shopping with Penny and Amy.",2,fear,0.6445416,0.03057974,0.013252513,0.6445416,0.007894727,0.1945687,0.08822181,0.02094086
"When Sheldon becomes stuck in a rut with his work, the gang try to help him by raising his stress levels. Howard teases Raj with a game called ""Emily or Cinnamon.""",4,neutral,0.5505064,0.14140983,0.23257999,0.028498063,0.015708402,0.5505064,0.027660523,0.003636811
"Leonard and Sheldon defend themselves against criticism from an online bully, while the girls confront embarrassing moments from their pasts.",4,neutral,0.6088384,0.033589482,0.3004911,0.021064274,0.011053187,0.6088384,0.022174772,0.002788794
"Howard receives some shocking news as everyone prepares for the re-opening of the comic book store. Meanwhile, Penny tries to teach Sheldon how to ""let it go,"" but can't follow her own advice when she learns something infuriating about Amy.",0,anger,0.5714218,0.5714218,0.075876616,0.09409072,0.007888697,0.032475114,0.004048279,0.21419886
"Sheldon and Penny agree to participate in an unusual experiment. Leonard, Amy, Raj and Emily spend the evening trying to escape a room with a ""zombie"". Howard and Bernadette run into trouble at the airport after returning from Mrs. Wolowitz's funeral.",4,neutral,0.496621,0.018786142,0.035916828,0.34176284,0.01299178,0.496621,0.07385285,0.020068584
"A trip to the pet store ends in a fight after Amy learns Sheldon has applied for a one-way mission to colonize Mars. Meanwhile, Leonard surprises Penny with a very ""adult"" purchase, and Raj gets into trouble when he snoops around Emily's apartment.",4,neutral,0.2914842,0.27497205,0.1501559,0.031613212,0.102482416,0.2914842,0.097782694,0.05150959
"Tension arises when a magazine fails to mention Leonard in an article about the paper he co-wrote with Sheldon, and a blackout at Mrs. Wolowitz's home leads to a final family dinner in her honor.",0,anger,0.5720455,0.5720455,0.2049286,0.024640048,0.001846319,0.1329109,0.054772053,0.008856416
"When Leonard and Sheldon are invited to speak at UC Berkeley, they take a detour to try and meet one of their idols. Meanwhile, while cleaning out Mrs. Wolowitz's house, a ping pong battle ensues when Howard and Bernadette argue over the fate of his TARDIS.",0,anger,0.3870054,0.3870054,0.2931214,0.014662811,0.017393986,0.26858276,0.011491479,0.007742161
Howard meets the half-brother he never knew he had. Penny is invited to appear on Wil Wheaton's podcast.,4,neutral,0.44645682,0.008484995,0.008751277,0.004697705,0.36859205,0.44645682,0.02645505,0.13656203
"When Raj is asked to create a message on the off chance a NASA mission discovers alien life, the guys fight over what he should do, while Penny contemplates returning to acting.",0,anger,0.3985324,0.3985324,0.09879045,0.16756354,0.007386279,0.3052535,0.014501677,0.007972156
Howard questions his engineering abilities when he and Sheldon can't get a toy drone to fly. A cancelled flight nearly prevents Leonard from giving the commencement address at his former high school. Raj pits his parents against each other when his father cuts him off financially.,0,anger,0.6473029,0.6473029,0.08542056,0.053174485,0.001247817,0.08083184,0.124082424,0.007939973
Personalities collide when Leonard and Sheldon's mothers meet for the first time. Bernadette reaches her limit with Howard and Stuart.,4,neutral,0.6886242,0.0690883,0.03167255,0.09061816,0.011234807,0.6886242,0.012486604,0.09627536
"As Sheldon presses Leonard and Penny to set a wedding date, he encounters major changes in his relationship with Amy. Meanwhile, Raj wonders if he should break up with Emily, and Howard and Bernadette struggle to ask Stuart to move out.",5,sadness,0.74028075,0.017867956,0.020461353,0.123645835,0.004753691,0.08206216,0.74028075,0.010928289
"Penny struggles with Leonard's confession that he kissed another woman as they prepare to get married in Las Vegas. Meanwhile, Sheldon doesn't know what to do after Amy pushes pause on their relationship.",5,sadness,0.5289869,0.023586223,0.045325335,0.10910571,0.003968905,0.2780757,0.5289869,0.010951335
"Leonard and Penny try to work through their marital issues. Meanwhile, Sheldon films a special episode of ""Fun with Flags"" after his breakup with Amy, and Bernadette feels guilty about withholding a secret from Penny.",5,sadness,0.8300287,0.006881398,0.084474266,0.003876759,0.005457692,0.066142745,0.8300287,0.00313847
The guys's skills are put to the test when they get a flat tire on the way to Mexico for Leonard's bachelor party. The girls throw Penny a mini-bachelorette party.,4,neutral,0.8226735,0.018911405,0.02089314,0.002874496,0.09904009,0.8226735,0.004355198,0.03125214
"An impending change to his living arrangements inspires Sheldon to revert to 2003, before he met Penny and Leonard. Raj and Howard form a band for the comic book store.",4,neutral,0.6959286,0.035206173,0.011703855,0.079033844,0.061844714,0.6959286,0.05224081,0.064041965
"Kripke expresses interest in Amy while leading a fencing lesson for the guys. Meanwhile, Stuart seeks help from the girls in getting more women interested in the comic book store.",4,neutral,0.9170634,0.005375926,0.020399598,0.004291382,0.02225852,0.9170634,0.01892983,0.011681313
"Leonard and Sheldon go to great lengths to secure the helium they need during a nation-wide shortage. Meanwhile, the rest of the gang try to find Amy a new boyfriend on a dating app.",4,neutral,0.892329,0.006691367,0.004485963,0.001693464,0.0772124,0.892329,0.008650236,0.008937654
"While being interviewed for a documentary about Spock from Star Trek (1966), Sheldon struggles to suppress his emotions about his recent break-up from Amy. Meanwhile, Howard and Bernadette butt heads over renovating his mother's house.",5,sadness,0.40693435,0.03571505,0.29154605,0.02589813,0.018551154,0.21027955,0.40693435,0.011075704
"Sheldon, Howard and Raj post an ad online to find a new girlfriend for Sheldon. Penny and Bernadette decide to spy when Amy is secretive about who she is dating.",4,neutral,0.6616046,0.15325315,0.059155814,0.084106326,0.010897975,0.6616046,0.01842171,0.012560523
"On Thanksgiving, Sheldon and Amy try to spend time together as friends and go to an aquarium, Howard reluctantly agrees to volunteer at the soup kitchen with Bernadette, Raj and Emily, and Penny discovers that Leonard knows more about her than she thought.",4,neutral,0.65403265,0.026266584,0.10963369,0.013623969,0.15817441,0.65403265,0.03370442,0.004564255
"Sheldon has a revelation when he realizes why a song was stuck in his head. Meanwhile, Amy invites Dave over for dinner despite their previously awkward date, and Howard and Raj become obsessed with a fan of their band.",4,neutral,0.6225964,0.030586412,0.14272247,0.011189134,0.035544068,0.6225964,0.061237376,0.09612412
"Leonard, Howard and Raj have to decide who will take their extra Star Wars movie ticket, while Sheldon plans something special for Amy's birthday.",4,neutral,0.8689587,0.006820936,0.003672265,0.001160153,0.06194984,0.8689587,0.015763033,0.041675042
"Penny gets more than she bargained for when Leonard agrees to meet with a psychiatrist on her behalf to make a sale. Meanwhile, Sheldon and Raj collaborate on an astronomical discovery, and Howard and Bernadette's happiness is short-lived after Stuart moves out.",5,sadness,0.59774065,0.008116758,0.013618231,0.001652381,0.15928318,0.20902164,0.59774065,0.010567104
"After being forced to deal with a sick Sheldon, the rest of the gang try to treat themselves to a Sheldon-free weekend.",4,neutral,0.67521614,0.03832468,0.16639654,0.004411101,0.05170489,0.67521614,0.061277255,0.002669334
"Sheldon is thrilled when his Meemaw comes to visit, but his excitement quickly fades when she butts heads with Amy. Meanwhile, Raj meets a girl at the comic book store who makes him question his relationship with Emily.",3,joy,0.9495406,0.006477225,0.002144616,0.000930496,0.9495406,0.02094785,0.00323212,0.016727047
"Sheldon and Amy host a Valentine's Day episode of ""Fun with Flags"", Leonard and Penny grapple with getting older, Howard and Bernadette find a surprise in their hot tub and Raj is torn between Emily and Claire.",3,joy,0.50136316,0.016818574,0.006922724,0.004779049,0.50136316,0.26073116,0.016487936,0.1928974
Bernadette reveals her pregnancy to Howard and the rest of the gang.,4,neutral,0.42667872,0.02370471,0.18768752,0.0220108,0.092776775,0.42667872,0.19990443,0.04723704
The gang convinces Sheldon to celebrate his birthday and throw him a party.,3,joy,0.5183244,0.048031665,0.059335817,0.002526311,0.5183244,0.32714897,0.014479631,0.030153198
"Leonard, Sheldon, and Howard run into problems when they file for a patent for their infinite persistence gyroscope. Meanwhile, the girls give Raj dating advice when Emily reaches out to him after their breakup.",4,neutral,0.80667377,0.03248625,0.016301973,0.020570707,0.006767435,0.80667377,0.104816064,0.012383836
"Amy is shocked at a revelation from Sheldon after she buys him a new laptop. Meanwhile, Raj sells out Leonard and Howard after they lie to their wives in order to attend an early screening of a movie.",6,surprise,0.981796,0.004383741,0.002510642,0.002367317,0.001544932,0.005912342,0.001485028,0.981796
Secrets are revealed when Amy and Sheldon join Penny and Leonard on a weekend cabin trip. Raj is more excited about Howard's and Bernadette's impending parenthood than they are.,4,neutral,0.55746216,0.00941429,0.004032855,0.004534635,0.31798282,0.55746216,0.02007058,0.08650267
"The gang pick sides when a small argument between Leonard and Sheldon erupts into a heated fight during a ""Game of Thrones"" viewing party.",0,anger,0.7450039,0.7450039,0.13384119,0.010750275,0.005095965,0.09274385,0.0083095,0.004255304
"Sheldon and Bernadette spend the evening together while the rest of the gang go to a wine tasting party, but things get uncomfortable for Raj when Penny's ex-boyfriend Zack shows up and takes an interest in Claire.",1,disgust,0.79921013,0.011259644,0.79921013,0.08607507,0.008111225,0.07380778,0.01587264,0.005663532
"Sheldon hires Stuart to spend the day with Amy when he would rather go to the movies. Meanwhile, Penny struggles to make a connection with Leonard's mother when she comes to visit.",5,sadness,0.7086328,0.009957832,0.042381216,0.024447082,0.004432293,0.20509131,0.7086328,0.00505743
"Leonard and Penny try to have a wedding ceremony that everyone can attend, but it creates serious conflict among Sheldon's mother and Leonard's divorced parents. Meanwhile, Howard and Raj become convinced the government is out to get them.",5,sadness,0.35983306,0.3087243,0.04453165,0.019025605,0.008820658,0.24546847,0.35983306,0.013596222
"As Leonard and Penny attempt to hold another wedding ceremony everyone can attend, they have to deal with Penny's family arriving and Leonard's father spending the night with Sheldon's mother.",4,neutral,0.67319244,0.03936612,0.031970035,0.04806856,0.011792565,0.67319244,0.18092236,0.014687941
Howard is visited by an Air Force colonel regarding his invention. Penny accidentally lets it slip about Bernadette's pregnancy to their co-workers.,4,neutral,0.64255774,0.036907166,0.05752354,0.003039505,0.018250505,0.64255774,0.016461885,0.22525966
"Bernadette confesses to Raj that she isn't sure if she's ready to be a mother, Penny accompanies Amy to a university mixer, and Sheldon goes to unusual extremes to assist Howard with his military project.",4,neutral,0.6285597,0.019799542,0.126914,0.05963117,0.006108066,0.6285597,0.116463155,0.04252429
"When Amy must vacate her apartment for repairs, living arrangements are made with Leonard, Sheldon, and Penny. Howard and Bernadette don't want to know the sex of their baby, but Raj finds out.",4,neutral,0.37876275,0.112343,0.1541478,0.022377124,0.007583649,0.37876275,0.31805885,0.006726812
"Sheldon and Amy go through a period of adjustment with their new living arrangement. Howard and Bernadette are forced to vacation at home when she falls ill and keep it a secret, unaware Raj and Stuart planned to use their hot tub.",5,sadness,0.6789344,0.007810303,0.027683977,0.05167753,0.007625801,0.21502256,0.6789344,0.011245473
"Sheldon and Amy host a brunch. Penny is surprised by her popularity when her movie, ""Serial Ape-Ist"" is featured at a Van Nuys comic book convention. Howard starts to freak out about parenthood after feeling the baby kick for the first time.",6,surprise,0.9305045,0.012445699,0.014984911,0.019751273,0.006041564,0.013912344,0.002359652,0.9305045
Amy doesn't tell Sheldon her apartment has been repaired. Leonard finds out Penny is slowly moving all of his collectible toys into storage.,4,neutral,0.48937327,0.053486496,0.05156563,0.01223862,0.002961351,0.48937327,0.07518085,0.31519383
"A successful gene experimentation leaves Sheldon excited to procreate with Amy, and he pulls out all stops to get her on board. Meanwhile, Raj takes an interest in the cleaning lady at the university.",3,joy,0.68177235,0.008990795,0.005640085,0.00080567,0.68177235,0.2860792,0.003855754,0.012856131
Sheldon can't contain his jealousy when Bert wins a grant for his geology research. A distasteful toy built by Howard faces judgement from the gang.,1,disgust,0.9280411,0.011382773,0.9280411,0.015592008,0.003233107,0.020046087,0.020129431,0.001575468
Dividing up their possessions becomes an all-out war between Leonard and Sheldon. Stuart asks to live with Howard and Bernadette and tries to supplant Raj's efforts to help with the new baby.,0,anger,0.4645684,0.4645684,0.18802606,0.012068846,0.002400325,0.30452734,0.022267254,0.006141836
Amy's desire to have an intimate night with Sheldon on her birthday is interrupted by Bernadette going into labor.,5,sadness,0.57813156,0.20298286,0.022152826,0.08768795,0.002282604,0.05061536,0.57813156,0.056146823
"After spending the holidays apart, the gang get together to hear about Sheldon's and Amy's trip to Texas, Leonard's and Penny's Christmas tree adventure, and Howard's and Bernadette's first days as parents.",3,joy,0.7003384,0.005918065,0.007213739,0.002310704,0.7003384,0.21699226,0.0406326,0.02659424
Leonard and Penny ask for Sheldon's and Amy's help on putting the romance back in their marriage. Howard and Raj go to extreme lengths to stop the floor in Halley's bedroom from making noise.,4,neutral,0.7243262,0.117566906,0.015755532,0.052084863,0.00651786,0.7243262,0.07009147,0.013657159
Penny wants to help her brother get a job with her company. Sheldon learns of a machine that will help him understand human emotions. Raj reunites some of his old girlfriends to figure out why he is still single.,4,neutral,0.82174736,0.01789935,0.042502534,0.003612093,0.016502233,0.82174736,0.07821071,0.01952575
Leonard and Howard's attempt to keep Sheldon away from their Air Force project by sending him on a train trip backfires. Penny and Amy take Bernadette for her first night out since having the baby.,0,anger,0.5208183,0.5208183,0.08101309,0.010509232,0.003423031,0.18180843,0.18470144,0.017726535
Sheldon and Amy have their first fight since moving in together. Meanwhile Raj is shocked at the reality of financial independence when he stops receiving support from his father.,6,surprise,0.978607,0.00457862,0.00194888,0.003232471,0.001486289,0.008573696,0.001573084,0.978607
The guys' annual trip to Comic Con is in doubt when Raj can't afford to go.,2,fear,0.8284396,0.005387218,0.002753184,0.8284396,0.008100846,0.06133113,0.07555199,0.01843604
"When the gang offer places for Raj to live, it creates unexpected conflict among everyone.",4,neutral,0.6102038,0.039511148,0.012061275,0.007844257,0.06963498,0.6102038,0.003396321,0.25734818
"Leonard, Penny and Raj adjust to their new living arrangements; Sheldon expresses an interest in Amy's work.",4,neutral,0.6410415,0.012823507,0.016228937,0.007199709,0.15603307,0.6410415,0.13021213,0.036461107
"Sheldon reaches his limit when he works on projects with Leonard, Howard and Amy in one day. Bernadette has doubts about leaving Halley when she goes back to work.",4,neutral,0.7283134,0.011808753,0.022199683,0.1390791,0.008497493,0.7283134,0.02204612,0.06805547
Howard and Bernadette have a hard time leaving Halley in daycare when Bernadette returns to work. Bert introduces the gang to his new girlfriend.,4,neutral,0.40093273,0.06798264,0.25210515,0.01488959,0.019415496,0.40093273,0.23619816,0.008476226
"Leonard is less than thrilled when Penny considers accepting a job offer from her ex-boyfriend, Zack. Sheldon worries that he hasn't reached his full potential soon enough.",3,joy,0.8654524,0.004803007,0.000941491,0.002986487,0.8654524,0.023517938,0.036268607,0.06603007
"After celebrating the completion of the top-secret Air Force project, Leonard, Sheldon and Howard get an unwelcome surprise; Amy receives an offer for a summer position at Princeton as a visiting researcher.",6,surprise,0.57238984,0.006492226,0.004126768,0.003690775,0.28037113,0.055099197,0.07783007,0.57238984
"The gang become concerned when Sheldon's former admirer, Ramona Nowitzki, resurfaces while Amy is away at Princeton.",4,neutral,0.2757744,0.24646716,0.12824588,0.23331378,0.008867247,0.2757744,0.0944052,0.012926411
"Amy has trouble deciding whether or not she should marry Sheldon. Meanwhile, Bernadette confides in Penny when she finds out some huge news.",5,sadness,0.4554917,0.008809628,0.017101808,0.042575456,0.049818236,0.39831266,0.4554917,0.027890481
Leonard angers the University and the Physics Community when he gives an embarrassing radio interview. Bernadette and Amy compare their successes at work.,1,disgust,0.55585325,0.24343583,0.55585325,0.003604119,0.005343398,0.075910896,0.11071069,0.005141809
"Sheldon and Amy struggle with picking a wedding date. Meanwhile, Stuart and Raj fight over one of Bernadette's co-workers for a date.",0,anger,0.509387,0.509387,0.052644435,0.07423093,0.006007593,0.22540885,0.12597851,0.006342723
Howard and Bernadette are disappointed when they find out the sex of the baby. Leonard is annoyed when his mother befriends Penny.,0,anger,0.6375806,0.6375806,0.10386253,0.002769668,0.004118363,0.17965467,0.055666897,0.016347285
"Amy and Howard work in the lab together causing Sheldon, Bernadette and Raj to feel jealous and lonely. Penny starts using a parenting book to control Sheldon's behavior.",0,anger,0.93376654,0.93376654,0.013289556,0.002413052,0.001206786,0.027674617,0.015426234,0.00622328
"Sheldon and Wil Wheaton both go head-to-head for the role of the new Professor Proton, Meanwhile Penny takes care of Halley when Bernadette and Howard are on bed rest.",4,neutral,0.8390923,0.008491663,0.010272572,0.014519349,0.057302877,0.8390923,0.059351854,0.010969273
